,acc_phone_x,acc_phone_y,acc_phone_z,labelwalking,labelstanding,labelbiking,labelsitting,labelrunning,labelontable,mag_phone_x,mag_phone_y,mag_phone_z,press_phone_pressure,pedom_phone_steps,pedom_phone_distance
2018-06-07 17:31:33.772,-9.61983032227,5.23518676758,-0.795837402343,0,0,1,0,0,0,-39.632620697,1.67043304443,-5.36500732422,101.4854,6049.0,4837.395
2018-06-07 17:31:34.022,-10.0556396484,2.60309448242,0.150128173829,0,0,1,0,0,0,-40.1858027649,-1.4260333252,-6.46887451172,101.485096,6049.0,4837.395
2018-06-07 17:31:34.272,-9.78784790039,2.52387695313,0.462829589843,0,0,1,0,0,0,-39.9870854187,-5.52562408447,-5.00418945313,101.485,6049.0,4837.395
2018-06-07 17:31:34.522,-7.41885375977,1.65151977539,-0.461730957032,0,0,1,0,0,0,-41.4625013733,-6.47724365235,-7.90612304688,101.485,6049.0,4837.395
2018-06-07 17:31:34.772,-9.70752563476,5.63811035156,0.213928222656,0,0,1,0,0,0,-41.0142134094,7.38391906739,-9.65300048828,101.485,6049.0,4837.395
2018-06-07 17:31:35.022,-9.09137573242,7.12622070313,1.16173706055,0,0,1,0,0,0,-40.5946894836,8.9009576416,-10.2340307617,101.485,6049.0,4837.395
2018-06-07 17:31:35.272,-9.86179645245,4.21070979192,1.04607215294,0,0,1,0,0,0,-42.4150989239,-0.843608562763,-9.7683598445,101.485,6049.0,4837.395
2018-06-07 17:31:35.522,-7.13391113282,2.66494750977,0.372961425781,0,0,1,0,0,0,-41.382384491,-9.46772735596,-8.68642578125,101.485,6049.0,4837.395
2018-06-07 17:31:35.772,-9.60780029297,3.42255249023,0.410699462891,0,0,1,0,0,0,-43.1485224915,-2.58417388916,-8.39025634766,101.485,6049.0,4837.395
2018-06-07 17:31:36.022,-9.57073364258,5.50441894531,0.643603515625,0,0,1,0,0,0,-42.3936134338,6.37136779785,-7.55512451172,101.485,6049.0,4837.395
2018-06-07 17:31:36.272,-10.5641723633,4.41498413086,-0.276934814453,0,0,1,0,0,0,-43.9843894958,-2.68794616699,-5.72945556641,101.485,6049.0,4837.395
2018-06-07 17:31:36.522,-7.19378662109,1.90932006836,0.0673645019532,0,0,1,0,0,0,-39.6942048645,-15.4886529541,1.26172119141,101.485,6049.0,4837.395
2018-06-07 17:31:36.772,-10.2891235352,4.1018371582,0.447412109375,0,0,1,0,0,0,-40.4556761169,-8.50770629883,3.2426171875,101.485,6049.0,4837.395
2018-06-07 17:31:37.022,-11.1036376953,5.80078735352,0.237548828125,0,0,1,0,0,0,-38.9004948425,-0.637443847656,5.02221923828,101.485,6049.0,4837.395
2018-06-07 17:31:37.272,-9.98333740234,3.53500366211,-0.551239013672,0,0,1,0,0,0,-35.8095420837,-7.68562164307,9.1644921875,101.485,6049.0,4837.395
